Site Name,Site ID,Sample Date,Lab Sample ID,Time Collected,Time Delivered To Lab,Duplicate,Wet Weather?,Within holding time(6 hrs)?,Preservation temperature (deg C),Preservation ~4 deg C,Volume (mL),MPN/100mL Undiluted Sample,Lab,Analyst,Monitoring Org,Comments
Quaboag Rt 20,CQ20-1,6/14/2023,23-03-16,6:31:00,10:30:00,N,Y,Y,4.6,N,100,201.4,CRC Lab,Langley,C4RC,0
Quaboag Rt 20,CQ20-1,6/22/2023,23-06-12,7:45:00,10:35:00,N,N,Y,6.9,N,100,214.3,CRC Lab,Langley,C4RC,0
Quaboag Rt 20,CQ20-1,7/6/2023,23-10-12,7:30:00,10:20:00,N,N,Y,4.9,N,100,156.5,CRC Lab,Langley,C4RC,0
Quaboag Rt 20,CQ20-1,8/10/2023,23-19-12,7:45:00,10:30:00,N,Y,Y,6.1,N,100,195.6,CRC Lab,Langley,C4RC,0
Quaboag Rt 20,CQ20-1,8/24/2023,23-23-12,7:26:00,11:00:00,N,N,Y,5.4,N,100,108.1,CRC Lab,Alden Dumas,C4RC,0
Quaboag Rt 20,CQ20-1,9/7/2023,23-27-37,8:06:00,10:25:00,N,N,Y,5.6,N,100,145,CRC Lab,Langley,C4RC,0
Quaboag Rt 32,CQ32-1,6/8/2023,23-02-10,7:52:00,10:20:00,N,N,Y,5.5,N,100,107.1,CRC Lab,Langley,C4RC,0
Quaboag Rt 32,CQ32-1,6/22/2023,23-06-10,7:42:00,10:35:00,N,N,Y,5.8,N,100,161.6,CRC Lab,Langley,C4RC,0
Quaboag Rt 32,CQ32-1,7/6/2023,23-10-10,7:38:00,10:20:00,N,N,Y,4.6,N,100,88,CRC Lab,Langley,C4RC,small puncture in one large well
Quaboag Rt 32,CQ32-1,7/20/2023,23-13-10,7:46:00,10:45:00,N,Y,Y,7,N,100,59.1,CRC Lab,Langley,C4RC,0
Quaboag Rt 32,CQ32-1,8/10/2023,23-19-10,7:42:00,10:30:00,N,Y,Y,6,N,100,88,CRC Lab,Langley,C4RC,0
Quaboag Rt 32,CQ32-1,8/24/2023,23-23-10,7:39:00,11:00:00,N,N,Y,4.3,N,100,85.5,CRC Lab,Alden Dumas,C4RC,0
Quaboag Rt 32,CQ32-1,9/7/2023,23-27-35,7:36:00,10:25:00,N,N,Y,8.5,N,100,137.6,CRC Lab,Langley,C4RC,0
Quaboag Rt 67/9 access,CQ67-9,6/8/2023,23-02-07,7:30:00,10:20:00,N,N,Y,5.4,N,100,58.1,CRC Lab,Langley,C4RC,0
Quaboag Rt 67/9 access,CQ67-9,6/22/2023,23-06-07,7:20:00,10:35:00,N,N,Y,5.9,N,100,52.9,CRC Lab,Langley,C4RC,0
Quaboag Rt 67/9 access,CQ67-9,7/6/2023,23-10-07,7:30:00,10:20:00,N,N,Y,5.5,N,100,46.4,CRC Lab,Langley,C4RC,0
Quaboag Rt 67/9 access,CQ67-9,7/20/2023,23-13-07,7:20:00,10:45:00,N,Y,Y,5.5,N,100,27.2,CRC Lab,Langley,C4RC,0
Quaboag Rt 67/9 access,CQ67-9,8/10/2023,23-19-07,7:35:00,10:30:00,N,Y,Y,4,Y,100,38.9,CRC Lab,Langley,C4RC,0
Quaboag Rt 67/9 access,CQ67-9,8/24/2023,23-23-07,7:20:00,11:00:00,N,N,Y,3.4,Y,100,29.9,CRC Lab,Alden Dumas,C4RC,0
Quaboag Rt 67/9 access,CQ67-9,9/7/2023,23-27-32,7:25:00,10:25:00,N,N,Y,5.7,N,100,22.6,CRC Lab,Langley,C4RC,0
Stevens Rd,CQ7S1,6/8/2023,23-02-05,7:00:00,10:20:00,N,N,Y,5.7,N,100,209.8,CRC Lab,Langley,C4RC,0
Stevens Rd,CQ7S1,6/22/2023,23-06-05,7:00:00,10:35:00,N,N,Y,6.1,N,100,162.4,CRC Lab,Langley,C4RC,0
Stevens Rd,CQ7S1,7/6/2023,23-10-05,7:00:00,10:20:00,N,N,Y,7.3,N,100,238.2,CRC Lab,Langley,C4RC,
Stevens Rd,CQ7S1,7/20/2023,23-13-05,7:00:00,10:45:00,N,Y,Y,5.5,N,100,135.4,CRC Lab,Langley,C4RC,0
Stevens Rd,CQ7S1,8/10/2023,23-19-05,7:00:00,10:30:00,N,Y,Y,4.8,N,100,39.3,CRC Lab,Langley,C4RC,0
Stevens Rd,CQ7S1,8/24/2023,23-23-05,7:00:00,11:00:00,N,N,Y,4.6,N,100,95.9,CRC Lab,Alden Dumas,C4RC,0
Stevens Rd,CQ7S1,9/7/2023,23-27-30,7:00:00,10:25:00,N,N,Y,6.1,N,100,179.3,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,6/1/2023,23-01-18,8:00:00,10:30:00,Y,N,Y,10.3,N,100,16.9,CRC Lab,Langley,CRC,MA-CTR_135.7
CRC Quality Control Sample,CQC,6/1/2023,23-01-19,8:00:00,10:30:00,N,N,Y,5.5,N,100,< 1.0,CRC Lab,Langley,CRC,MA-CTR_109.1
CRC Quality Control Sample,CQC,6/1/2023,23-01-22,11:30:00,11:30:00,N,N,Y,NA,NA,100,< 1.0,CRC Lab,Langley,CRC,KV
CRC Quality Control Sample,CQC,6/1/2023,23-01-25,11:30:00,11:30:00,N,N,Y,NA,NA,100,< 1.0,CRC Lab,Langley,CRC,KP
CRC Quality Control Sample,CQC,6/1/2023,23-01-26,11:30:00,11:30:00,N,N,Y,NA,NA,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/7/2023,CT-CTR_053.0,9:30:00,11:30:00,N,NA,Y,4,Y,100,10.6,USJ,Kirsten Martin,CRC,FD-01
CRC Quality Control Sample,CQC,6/8/2023,23-02-28,7:30:00,10:20:00,Y,N,Y,5.8,N,100,1,CRC Lab,Langley,C4RC,4RQ3 - CWFL1
CRC Quality Control Sample,CQC,6/8/2023,23-02-26,7:30:00,10:20:00,Y,N,Y,5.8,N,100,13.5,CRC Lab,Langley,C4RC,4RQ1 - CI01
CRC Quality Control Sample,CQC,6/8/2023,23-02-27,7:05:00,10:20:00,Y,N,Y,6.8,N,100,61.3,CRC Lab,Langley,C4RC,4RQ2 - CQ67-9
CRC Quality Control Sample,CQC,6/8/2023,23-02-48,6:54:00,10:29:00,Y,Y,Y,1.8,Y,100,125.9,CRC Lab,Langley,CRC,MA-CTR_122.5
CRC Quality Control Sample,CQC,6/8/2023,23-02-49,7:38:00,11:15:00,Y,Y,Y,2.9,Y,100,290.9,CRC Lab,Langley,CRC,MA-MRN_04.9
CRC Quality Control Sample,CQC,6/8/2023,23-02-29,6:29:00,10:20:00,N,N,Y,6,N,100,< 1.0,CRC Lab,Langley,C4RC,4RQ4 - CRB1
CRC Quality Control Sample,CQC,6/8/2023,23-02-30,8:00:00,10:20:00,N,N,Y,6.8,N,100,< 1.0,CRC Lab,Langley,C4RC,4RQ5 - CQ7S1
CRC Quality Control Sample,CQC,6/8/2023,23-02-55,11:15:00,11:15:00,N,Y,Y,NA,NA,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/14/2023,CT-CTR_048.9,10:15:00,11:30:00,N,NA,Y,4,Y,100,10.7,USJ,Devan Fox,CRC,FD-02
CRC Quality Control Sample,CQC,6/14/2023,23-03-29,8:50:00,10:30:00,Y,Y,Y,2.8,Y,100,159.7,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/14/2023,23-03-30,7:35:00,10:30:00,Y,Y,Y,2.5,Y,100,920.8,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/14/2023,23-03-31,6:31:00,10:30:00,N,Y,Y,4,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/14/2023,23-03-32,6:24:00,10:30:00,N,Y,Y,5.1,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/14/2023,CT-CTR_043.7,10:15:00,11:30:00,N,NA,Y,4,Y,100,<1,USJ,Devan Fox,CRC,FB-05
Connecticut River at Cromwell Landing,CQC,6/14/2023,CQC,8:05:00,11:30:00,N,NA,Y,4,Y,100,<1,USJ,Devan Fox,CRC,FB-06
CRC Quality Control Sample,CQC,6/15/2023,23-04-21,9:09:00,9:45:00,Y,Y,Y,13.4,N,100,727,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/15/2023,23-04-23,6:30:00,10:20:00,N,Y,Y,9.8,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/15/2023,23-04-24,8:50:00,10:20:00,N,Y,Y,4.6,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/15/2023,23-04-22,7:35:00,10:20:00,Y,Y,Y,7.8,N,100,> 2419.6,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/21/2023,23-05-23,8:05:00,9:50:00,Y,Y,Y,6.7,N,100,18.5,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,6/21/2023,23-05-22,8:00:00,10:20:00,Y,Y,Y,7.7,N,100,48.7,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,6/21/2023,23-05-24,9:25:00,10:20:00,N,N,Y,9.8,N,100,< 1.0,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,6/21/2023,23-05-25,9:55:00,10:40:00,N,N,Y,6,N,100,< 1.0,CRC Lab,Langley,DRWA,0
Wethersfield Cove at Cove Park Docks,CQC,6/21/2023,CQC,9:30:00,10:30:00,N,NA,Y,4,Y,100,32.7,USJ,Devan Fox,CRC,FD-03
"Connecticut River at Middletown, Dock at Riverfront Park",CQC,6/21/2023,CQC,7:40:00,11:30:00,N,NA,Y,4,Y,100,<1,USJ,Devan Fox,CRC,FB-07
CRC Quality Control Sample,CQC,6/22/2023,23-06-26,7:02:00,10:35:00,Y,N,Y,4.7,N,100,7.4,CRC Lab,Langley,C4RC,CQPd1
CRC Quality Control Sample,CQC,6/22/2023,23-06-56,6:30:00,11:00:00,Y,Y,Y,6.9,N,100,34.5,CRC Lab,Langley,CRC,MA-CTR_109.1
CRC Quality Control Sample,CQC,6/22/2023,23-06-25,6:30:00,10:35:00,Y,N,Y,8,N,100,55.6,CRC Lab,Langley,C4RC,CRB1
CRC Quality Control Sample,CQC,6/22/2023,23-06-27,7:18:00,10:35:00,Y,N,Y,6.3,N,100,57.3,CRC Lab,Langley,C4RC,CQUG1
CRC Quality Control Sample,CQC,6/22/2023,23-06-57,8:08:00,11:00:00,Y,N,Y,5.3,N,100,231,CRC Lab,Langley,CRC,MA-MAN_03.2
CRC Quality Control Sample,CQC,6/22/2023,23-06-28,7:37:00,10:35:00,N,N,Y,7.8,N,100,< 1.0,CRC Lab,Langley,C4RC,CQ32-1
CRC Quality Control Sample,CQC,6/22/2023,23-06-31,7:32:00,10:35:00,N,N,Y,8.1,N,100,< 1.0,CRC Lab,Langley,C4RC,CQWP1
CRC Quality Control Sample,CQC,6/22/2023,23-06-58,7:09:00,11:00:00,N,N,Y,5.5,N,100,< 1.0,CRC Lab,Langley,CRC,MA-OXE_00.1
CRC Quality Control Sample,CQC,6/22/2023,23-06-59,9:20:00,11:00:00,N,Y,Y,7.6,N,100,< 1.0,CRC Lab,Langley,CRC,MA-CTR_072.9
CRC Quality Control Sample,CQC,6/28/2023,23-07-34,6:10:00,10:30:00,N,Y,Y,4.4,N,100,1,CRC Lab,Langley,CRC,Count likely due to weather
CRC Quality Control Sample,CQC,6/28/2023,23-07-33,7:07:00,10:30:00,N,Y,Y,5.4,N,100,209.8,CRC Lab,Langley,CRC,May be field duplicate
CRC Quality Control Sample,CQC,6/28/2023,23-07-30,7:32:00,10:30:00,Y,Y,Y,6,N,100,272.3,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/28/2023,23-07-32,8:40:00,10:30:00,Y,Y,Y,4.5,N,100,456.9,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/28/2023,23-07-31,8:13:00,10:30:00,Y,Y,Y,2.6,Y,100,517.2,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/28/2023,23-07-35,7:55:00,10:30:00,N,Y,Y,3.6,Y,100,< 1.0,CRC Lab,Langley,CRC,Count likely due to weather
Wethersfield Cove at Cove Park Docks,CQC,6/28/2023,CQC,10:50:00,11:25:00,N,NA,Y,4,Y,100,91,USJ,Devan Fox,CRC,FD-04
"Connecticut River at Haddam, Dock at Haddam Meadows Boat Launch",CQC,6/28/2023,CQC,7:19:00,11:25:00,N,NA,Y,4,Y,100,<1,USJ,Devan Fox,CRC,FB-08
CRC Quality Control Sample,CQC,6/29/2023,23-08-22,6:40:00,10:45:00,Y,Y,Y,6.9,N,100,261.3,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/29/2023,23-08-24,7:45:00,10:45:00,N,Y,Y,8.6,N,100,435.2,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/29/2023,23-08-23,8:30:00,9:45:00,N,Y,Y,11.1,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,6/29/2023,23-08-25,7:40:00,10:45:00,N,Y,Y,9.5,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/5/2023,23-09-19,9:28:00,11:00:00,Y,Y,Y,4.8,N,100,105,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,7/5/2023,23-09-20,9:29:00,11:00:00,Y,Y,Y,8.3,N,100,435.2,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,7/5/2023,23-09-21,7:36:00,11:00:00,N,Y,Y,4.4,N,100,< 1.0,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,7/5/2023,23-09-22,8:27:00,11:00:00,N,Y,Y,7.9,N,100,< 1.0,CRC Lab,Langley,DRWA,0
Wethersfield Cove at Cove Park Docks,CQC,7/5/2023,CQC,10:30:00,11:20:00,N,NA,Y,4,Y,100,816.4,USJ,Devan Fox,CRC,FD-05
Connecticut River at Windsor Meadows State Park,CQC,7/5/2023,CQC,9:50:00,10:40:00,N,NA,Y,4,Y,100,<1,USJ,Devan Fox,CRC,FB-01
CRC Quality Control Sample,CQC,7/6/2023,23-10-25,7:00:00,10:20:00,Y,N,Y,2.8,Y,100,71.2,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/6/2023,23-10-26,7:19:00,10:20:00,Y,N,Y,3.8,Y,100,98.4,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/6/2023,23-10-50,10:00:00,10:45:00,Y,Y,Y,2.7,Y,100,129.6,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/6/2023,23-10-27,7:30:00,10:20:00,Y,N,Y,6.1,N,100,214.2,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/6/2023,23-10-28,8:00:00,10:20:00,N,N,Y,7.1,N,100,< 1.0,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/6/2023,23-10-29,7:15:00,10:20:00,N,N,Y,7.9,N,100,< 1.0,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/6/2023,23-10-51,6:35:00,10:45:00,N,Y,Y,2.5,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/19/2023,23-12-19,7:15:00,10:45:00,N,Y,Y,6.3,N,100,135.4,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,7/19/2023,23-12-18,7:30:00,10:45:00,Y,Y,Y,2.2,Y,100,193.5,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,7/19/2023,23-12-17,7:50:00,10:45:00,Y,Y,Y,3.8,Y,100,218.7,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,7/19/2023,23-12-20,8:30:00,10:45:00,N,Y,Y,2.1,Y,100,< 1.0,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-28,8:00:00,10:45:00,Y,Y,Y,7.6,N,100,37.3,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-29,6:57:00,10:45:00,Y,Y,Y,5.5,N,100,44.1,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-51,6:06:00,11:00:00,Y,Y,Y,3.8,Y,100,111.9,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-50,6:40:00,11:00:00,Y,Y,Y,3.1,Y,100,547.5,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-30,7:20:00,10:45:00,N,Y,Y,6,N,100,< 1.0,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-31,7:18:00,10:45:00,N,Y,Y,6.6,N,100,< 1.0,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-32,8:10:00,10:45:00,N,Y,Y,5.4,N,100,< 1.0,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,7/20/2023,23-13-52,7:45:00,11:00:00,N,Y,Y,3.7,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/26/2023,23-14-32,6:38:00,10:20:00,N,Y,Y,3.8,Y,100,88.2,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/26/2023,23-14-33,8:20:00,10:20:00,Y,Y,Y,5.1,N,100,105.4,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/26/2023,23-14-29,7:04:00,10:20:00,Y,Y,Y,3.1,Y,100,125.9,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/26/2023,23-14-30,8:42:00,10:20:00,Y,Y,Y,3.6,Y,100,155.3,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/26/2023,23-14-31,8:14:00,10:20:00,N,Y,Y,3.4,Y,100,< 1.0,CRC Lab,Langley,CRC,0
"Connecticut River at Haddam, Dock at Haddam Meadows Boat Launch",CQC,7/26/2023,CQC,7:19:00,11:30:00,N,NA,Y,4,Y,100,40.3,USJ,Kirsten Martin,CRC,FD-08
CRC Quality Control Sample,CQC,7/27/2023,23-15-21,9:07:00,10:40:00,Y,Y,Y,5.7,N,100,34.5,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/27/2023,23-15-20,8:00:00,10:40:00,Y,Y,Y,4.1,N,100,61.3,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/27/2023,23-15-22,9:10:00,10:40:00,N,Y,Y,3.9,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,7/27/2023,23-15-23,7:39:00,10:40:00,N,Y,Y,3.5,Y,100,< 1.0,CRC Lab,Langley,CRC,0
"Connecticut River at Rocky Hill, Rocky Hill Boat Launch",CQC,8/2/2023,CQC,8:30:00,11:55:00,N,NA,Y,4,Y,100,<1.0,USJ,Kirsten Martin,CRC,FB-05
CRC Quality Control Sample,CQC,8/3/2023,23-17-18,7:12:00,10:10:00,Y,N,Y,3.5,Y,100,28.5,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/3/2023,23-17-19,6:30:00,10:10:00,Y,N,Y,3.3,Y,100,30.5,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/3/2023,23-17-22,7:30:00,10:10:00,Y,N,Y,3.6,Y,100,111.2,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/3/2023,23-17-20,8:00:00,10:10:00,N,N,Y,4.1,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/3/2023,23-17-21,9:00:00,10:10:00,N,N,Y,3.6,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/9/2023,23-18-36,8:35:00,10:10:00,N,Y,Y,5.1,N,100,1,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/9/2023,23-18-37,8:30:00,10:10:00,Y,Y,Y,4,Y,100,2,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/9/2023,23-18-38,7:55:00,10:10:00,N,Y,Y,1.8,Y,100,2,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/9/2023,23-18-34,6:58:00,10:10:00,N,Y,Y,4.4,N,100,4.1,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/9/2023,23-18-31,8:15:00,10:10:00,Y,Y,Y,4.5,N,100,104.3,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/9/2023,23-18-33,6:23:00,10:10:00,Y,Y,Y,5.4,N,100,137.4,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/9/2023,23-18-40,8:20:00,10:10:00,Y,Y,Y,4.3,N,100,238.2,CRC Lab,Langley,CRC,Second of 2 FDs for this site and day
CRC Quality Control Sample,CQC,8/9/2023,23-18-32,8:20:00,10:10:00,Y,Y,Y,3.1,Y,100,298.7,CRC Lab,Langley,CRC,First of 2 FDs for this site and day
CRC Quality Control Sample,CQC,8/9/2023,23-18-35,7:05:00,10:10:00,N,Y,Y,3.9,Y,100,< 1.0,CRC Lab,Langley,CRC,0
"Connecticut River at East Hartford, Dock at Great River Park",CQC,8/9/2023,CQC,9:50:00,11:15:00,N,NA,Y,4,Y,100,14.6,USJ,Kirsten Martin,CRC,FD-02
CRC Quality Control Sample,CQC,8/10/2023,23-19-48,9:30:00,10:40:00,Y,Y,Y,6.3,N,100,63.1,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/10/2023,23-19-26,7:00:00,10:30:00,Y,Y,Y,4.5,N,100,131.7,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,8/10/2023,23-19-27,7:40:00,10:30:00,Y,Y,Y,6.2,N,100,160.7,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,8/10/2023,23-19-28,7:46:00,10:30:00,Y,Y,Y,5.6,N,100,< 1.0,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,8/10/2023,23-19-29,7:45:00,10:30:00,N,Y,Y,4.9,N,100,< 1.0,CRC Lab,Langley,C4RC,0
CRC Quality Control Sample,CQC,8/10/2023,23-19-49,7:30:00,10:40:00,Y,Y,Y,3.9,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/10/2023,23-19-50,8:17:00,10:40:00,N,Y,Y,4.3,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/16/2023,23-20-19,9:00:00,10:30:00,Y,Y,Y,5.3,N,100,275.5,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,8/16/2023,23-20-20,8:35:00,10:30:00,N,Y,Y,3.8,Y,100,< 1.0,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,8/16/2023,23-20-27,13:50:00,15:00:00,N,Y,Y,2.4,N,100,< 1.0,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,8/17/2023,23-21-15,7:15:00,10:00:00,Y,Y,Y,4.6,N,100,50.4,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/17/2023,23-21-27,8:40:00,10:00:00,Y,Y,Y,3.4,Y,100,101.4,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/17/2023,23-21-16,7:35:00,10:00:00,Y,Y,Y,3.3,Y,100,461.1,CRC Lab,Langley,CRC,Should have been taken 8/24
CRC Quality Control Sample,CQC,8/17/2023,23-21-17,7:07:00,10:00:00,N,Y,Y,3.8,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/17/2023,23-21-23,8:30:00,10:15:00,N,Y,Y,4.3,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/23/2023,23-22-30,8:25:00,10:15:00,N,N,Y,4.3,N,100,1,CRC Lab,Alden Dumas,CRC,0
CRC Quality Control Sample,CQC,8/23/2023,23-22-28,7:05:00,10:15:00,Y,N,Y,4.4,N,100,6.3,CRC Lab,Alden Dumas,CRC,0
CRC Quality Control Sample,CQC,8/23/2023,23-22-31,8:50:00,10:15:00,Y,N,Y,3.1,Y,100,21.1,CRC Lab,Alden Dumas,CRC,0
CRC Quality Control Sample,CQC,8/23/2023,23-22-29,8:00:00,10:15:00,Y,N,Y,4.5,N,100,50.4,CRC Lab,Alden Dumas,CRC,0
Wethersfield Cove at Cove Park Docks,CQC,8/23/2023,CQC,10:20:00,12:40:00,N,NA,Y,4,Y,100,44.8,USJ,Kirsten Martin,CRC,FD-04
CRC Quality Control Sample,CQC,8/24/2023,23-23-33,7:42:00,11:00:00,N,N,Y,8.1,N,100,1,CRC Lab,Alden Dumas,C4RC,0
CRC Quality Control Sample,CQC,8/24/2023,23-23-29,7:38:00,11:00:00,Y,N,Y,4.8,N,100,114.5,CRC Lab,Alden Dumas,C4RC,0
CRC Quality Control Sample,CQC,8/24/2023,23-23-28,8:38:00,11:00:00,Y,N,Y,6.6,N,100,119.8,CRC Lab,Alden Dumas,C4RC,"Bottle labled CWRP1 ""Ware River Park"", assumed to be CWGP1, no lab ID for CWRP1 in database"
CRC Quality Control Sample,CQC,8/24/2023,23-23-30,7:00:00,11:00:00,Y,N,Y,5.4,N,100,140.1,CRC Lab,Alden Dumas,C4RC,0
CRC Quality Control Sample,CQC,8/24/2023,23-23-31,7:45:00,11:00:00,N,N,Y,8.6,N,100,< 1.0,CRC Lab,Alden Dumas,C4RC,0
CRC Quality Control Sample,CQC,8/24/2023,23-23-32,6:52:00,11:00:00,N,N,Y,5.7,N,100,< 1.0,CRC Lab,Alden Dumas,C4RC,0
CRC Quality Control Sample,CQC,8/30/2023,23-24-21,8:24:00,10:50:00,Y,Y,Y,11.8,N,100,344.8,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,8/30/2023,23-24-22,10:18:00,10:50:00,Y,Y,Y,5.9,N,100,1413.6,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,8/30/2023,23-24-23,8:48:00,10:50:00,N,Y,Y,4.1,N,100,< 1.0,CRC Lab,Langley,DRWA,0
CRC Quality Control Sample,CQC,8/31/2023,23-25-22,6:40:00,10:20:00,Y,Y,Y,7.9,N,100,74.9,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/31/2023,23-25-21,8:58:00,9:50:00,Y,Y,Y,3.6,Y,100,93.2,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/31/2023,23-25-29,7:00:00,10:20:00,Y,Y,Y,3.9,Y,100,125.9,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/31/2023,23-25-23,7:45:00,10:20:00,N,Y,Y,6.1,N,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,8/31/2023,23-25-24,6:45:00,10:20:00,N,Y,Y,3.3,Y,100,< 1.0,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,9/6/2023,23-26-29,8:45:00,9:45:00,N,N,Y,6,N,100,8.6,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,9/6/2023,23-26-28,7:25:00,9:45:00,N,N,Y,5.2,N,100,53.7,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,9/6/2023,23-26-27,8:15:00,9:45:00,Y,N,Y,6.2,N,100,76.7,CRC Lab,Langley,CRC,0
CRC Quality Control Sample,CQC,9/6/2023,23-26-26,7:10:00,9:45:00,Y,N,Y,5,N,100,108.6,CRC Lab,Langley,CRC,0
